chi2_median,frac_bias_beta_g_mean,frac_bias_beta_g_median,frac_bias_beta_g_q16,frac_bias_beta_g_q84,frac_bias_beta_g_std,frac_bias_inclination_deg_mean,frac_bias_inclination_deg_median,frac_bias_inclination_deg_q16,frac_bias_inclination_deg_q84,frac_bias_inclination_deg_std,frac_bias_m1_msun_mean,frac_bias_m1_msun_median,frac_bias_m1_msun_q16,frac_bias_m1_msun_q84,frac_bias_m1_msun_std,frac_bias_m2_msun_mean,frac_bias_m2_msun_median,frac_bias_m2_msun_q16,frac_bias_m2_msun_q84,frac_bias_m2_msun_std,frac_bias_parallax_mas_mean,frac_bias_parallax_mas_median,frac_bias_parallax_mas_q16,frac_bias_parallax_mas_q84,frac_bias_parallax_mas_std,fraction_positive_beta_g,fraction_positive_inclination_deg,fraction_positive_m1_msun,fraction_positive_m2_msun,fraction_positive_parallax_mas,n,reduced_chi2_median,scientific_valid_fraction,success_fraction
216.132676726,-0.00012293247733,-0.000189145861951,-0.00328648403538,0.00280752822055,0.00334867264003,0.0000298601516854,-0.000154091993431,-0.000715430532127,0.000962271554279,0.000891606178203,-0.000493728152324,-0.000348364455052,-0.00341571781759,0.00262606494772,0.00277914877881,-0.000317517560559,-0.000234492701591,-0.00430252395997,0.00383877932414,0.00366254560126,0.000214042565381,0.000166998095762,-0.00127427443812,0.00177881165156,0.00150875779473,0.47,0.45,0.48,0.44,0.53,100,0.982421257846,1,1
