chi2,chi2_parallax_fixed_31,chi2_parallax_fixed_54.27,dof,eccentricity,gamma_kms,inclination_deg,m1_msun,m2_msun,n_astrometry,n_constraints,n_free,n_rv_epochs,node_deg,omega_relative_deg,parallax_mas,period_yr,reduced_chi2,sigma_eccentricity,sigma_gamma_kms,sigma_inclination_deg,sigma_m1_msun,sigma_m2_msun,sigma_node_deg,sigma_omega_deg,sigma_parallax_mas,sigma_period_yr,sigma_t_peri_yr,sigma_total_mass_msun,success,total_mass_msun
104.50446315424519,108.5803889970237,168.82327072381278,100,0.2488663255356654,-4.124767304043005,81.83614428761382,0.7823892850399811,0.8074293226931039,11,110,10,44,289.04473184799315,251.82593670703062,35.44318581380142,11.728468797560945,1.045044631542452,0.010052523846249526,0.05693797360392298,1.370518539890077,0.028171799274248302,0.02657220954373382,3.2693941890969707,2.24643375373352,2.2442377187861946,0.07318365017283184,0.05786615037969395,0.05269066026609223,True,1.589818607733085
